KS-01	99.773	440	1	0	306	745	1	440	0.0	808	ASV31-Sphingobium czechense
KS-01	99.545	440	2	0	306	745	1	440	0.0	802	ASV43-Sphingobium czechense
KS-01	99.545	440	2	0	306	745	1	440	0.0	802	ASV25-Sphingobium czechense
KS-01	99.545	440	2	0	306	745	1	440	0.0	802	ASV19-Sphingobium czechense
KS-01	99.545	440	2	0	306	745	1	440	0.0	802	ASV15-Sphingobium czechense
KS-01	99.545	440	2	0	306	745	1	440	0.0	802	ASV10-Sphingobium czechense
KS-01	99.318	440	3	0	306	745	1	440	0.0	797	ASV29-Sphingobium czechense
KS-01	99.318	440	3	0	306	745	1	440	0.0	797	ASV28-Sphingobium czechense
KS-01	99.318	440	3	0	306	745	1	440	0.0	797	ASV21-Sphingobium czechense
KS-01	99.318	440	3	0	306	745	1	440	0.0	797	ASV17-Sphingobium czechense
KS-01	99.318	440	3	0	306	745	1	440	0.0	797	ASV7-Sphingobium czechense
KS-01	99.318	440	3	0	306	745	1	440	0.0	797	ASV4-Sphingobium czechense
KS-01	99.318	440	3	0	306	745	1	440	0.0	797	ASV3-Sphingobium czechense
KS-01	99.318	440	3	0	306	745	1	440	0.0	797	ASV2-Sphingobium czechense
KS-01	99.091	440	4	0	306	745	1	440	0.0	791	ASV14-Sphingobium czechense
KS-01	99.091	440	4	0	306	745	1	440	0.0	791	ASV12-Sphingobium czechense
KS-01	99.091	440	4	0	306	745	1	440	0.0	791	ASV9-Sphingobium czechense
KS-01	99.091	440	4	0	306	745	1	440	0.0	791	ASV8-Sphingobium czechense
KS-01	98.409	440	7	0	306	745	1	440	0.0	774	ASV1639-Sphingobium czechense
KS-01	98.409	440	7	0	306	745	1	440	0.0	774	ASV1623-Sphingobium czechense
KS-01	98.409	440	7	0	306	745	1	440	0.0	774	ASV1544-Sphingobium czechense
KS-01	98.182	440	8	0	306	745	1	440	0.0	769	ASV1578-Sphingobium czechense
KS-01	96.818	440	14	0	306	745	1	440	0.0	736	ASV972-Novosphingobium endophyticum
KS-01	95.682	440	19	0	306	745	2	441	0.0	708	ASV562-Novosphingobium endophyticum
KS-01	95.682	440	19	0	306	745	1	440	0.0	708	ASV368-Novosphingobium endophyticum
KS-01	95.682	440	19	0	306	745	1	440	0.0	708	ASV253-Novosphingobium endophyticum
KS-01	95.682	440	19	0	306	745	1	440	0.0	708	ASV209-Novosphingobium endophyticum
KS-01	95.455	440	20	0	306	745	1	440	0.0	702	ASV996-Novosphingobium endophyticum
KS-01	95.455	440	20	0	306	745	1	440	0.0	702	ASV288-Novosphingobium endophyticum
KS-01	95.455	440	20	0	306	745	1	440	0.0	702	ASV275-Novosphingobium endophyticum
KS-01	95.455	440	20	0	306	745	1	440	0.0	702	ASV94-Novosphingobium endophyticum
KS-01	95.455	440	20	0	306	745	1	440	0.0	702	ASV87-Novosphingobium endophyticum
KS-01	95.455	440	20	0	306	745	1	440	0.0	702	ASV40-Novosphingobium endophyticum
KS-01	95.227	440	21	0	306	745	1	440	0.0	697	ASV454-Novosphingobium endophyticum
KS-01	95.227	440	21	0	306	745	1	440	0.0	697	ASV257-Novosphingobium endophyticum
KS-01	95.227	440	21	0	306	745	1	440	0.0	697	ASV226-Novosphingobium endophyticum
KS-01	95.227	440	21	0	306	745	1	440	0.0	697	ASV173-Novosphingobium endophyticum
KS-01	95.227	440	21	0	306	745	1	440	0.0	697	ASV121-Novosphingobium endophyticum
KS-01	95.227	440	21	0	306	745	1	440	0.0	697	ASV53-Novosphingobium endophyticum
KS-01	94.318	440	25	0	306	745	1	440	0.0	675	ASV853-Sphingomonas kyeonggiensis
KS-01	94.318	440	25	0	306	745	1	440	0.0	675	ASV826-Sphingomonas kyeonggiensis
KS-01	94.091	440	26	0	306	745	2	441	0.0	669	ASV958-Sphingomonas kyeonggiensis
KS-01	94.091	440	26	0	306	745	1	440	0.0	669	ASV710-Sphingomonas kyeonggiensis
KS-01	94.091	440	26	0	306	745	1	440	0.0	669	ASV656-Sphingomonas kyeonggiensis
KS-01	94.091	440	26	0	306	745	1	440	0.0	669	ASV373-Sphingomonas kyeonggiensis
KS-01	94.091	440	26	0	306	745	1	440	0.0	669	ASV168-Sphingomonas kyeonggiensis
KS-01	93.864	440	27	0	306	745	1	440	0.0	664	ASV882-Sphingomonas kyeonggiensis
KS-01	93.864	440	27	0	306	745	1	440	0.0	664	ASV806-Sphingomonas kyeonggiensis
KS-01	93.864	440	27	0	306	745	1	440	0.0	664	ASV804-Sphingomonas kyeonggiensis
KS-01	93.864	440	27	0	306	745	1	440	0.0	664	ASV455-Sphingomonas kyeonggiensis
KS-01	93.864	440	27	0	306	745	1	440	0.0	664	ASV342-Sphingomonas kyeonggiensis
KS-01	93.864	440	27	0	306	745	1	440	0.0	664	ASV274-Sphingomonas kyeonggiensis
KS-01	93.864	440	27	0	306	745	1	440	0.0	664	ASV273-Sphingomonas kyeonggiensis
KS-01	93.864	440	27	0	306	745	1	440	0.0	664	ASV177-Sphingomonas kyeonggiensis
KS-01	93.864	440	27	0	306	745	1	440	0.0	664	ASV176-Sphingomonas kyeonggiensis
KS-01	93.864	440	27	0	306	745	1	440	0.0	664	ASV160-Sphingomonas kyeonggiensis
KS-01	93.864	440	27	0	306	745	1	440	0.0	664	ASV63-Sphingomonas kyeonggiensis
KS-01	93.636	440	28	0	306	745	1	440	0.0	658	ASV1491-Sphingopyxis bauzanensis
KS-01	93.636	440	28	0	306	745	1	440	0.0	658	ASV1479-Sphingopyxis bauzanensis
KS-01	93.636	440	28	0	306	745	1	440	0.0	658	ASV1433-Sphingopyxis bauzanensis
KS-01	93.636	440	28	0	306	745	1	440	0.0	658	ASV1392-Sphingopyxis bauzanensis
KS-01	93.636	440	28	0	306	745	1	440	0.0	658	ASV938-Sphingomonas kyeonggiensis
KS-01	93.636	440	28	0	306	745	1	440	0.0	658	ASV747-Sphingomonas kyeonggiensis
KS-01	93.636	440	28	0	306	745	1	440	0.0	658	ASV523-Sphingomonas kyeonggiensis
KS-01	93.636	440	28	0	306	745	1	440	0.0	658	ASV448-Sphingomonas kyeonggiensis
KS-01	93.636	440	28	0	306	745	1	440	0.0	658	ASV436-Sphingomonas kyeonggiensis
KS-01	93.636	440	28	0	306	745	1	440	0.0	658	ASV310-Sphingomonas kyeonggiensis
KS-01	93.636	440	28	0	306	745	1	440	0.0	658	ASV281-Sphingomonas kyeonggiensis
KS-01	93.636	440	28	0	306	745	1	440	0.0	658	ASV228-Sphingomonas kyeonggiensis
KS-01	93.636	440	28	0	306	745	1	440	0.0	658	ASV169-Sphingomonas kyeonggiensis
KS-01	93.636	440	28	0	306	745	1	440	0.0	658	ASV148-Sphingomonas kyeonggiensis
KS-01	93.182	440	30	0	306	745	1	440	0.0	647	ASV1411-Sphingopyxis bauzanensis
